sales_id,oderdetail_id,Order ID, Cost,Sales
14801,14801,71-440-8512,144.09,216.135
14802,14802,71-440-8512,125,187.5
14803,14803,71-440-8512,168.27,252.405
14804,14804,71-440-8512,69.38,104.07
14805,14805,71-440-8512,190,285
14806,14806,71-485-0830,190,285
14807,14807,71-485-0830,52.08,78.12
14808,14808,71-485-0830,310,465
14809,14809,71-485-0830,91.84,137.76
14810,14810,71-485-0830,320,480
14811,14811,71-485-0830,93.13,139.695
14812,14812,71-485-0830,75,112.5
14813,14813,71-485-0830,144.09,216.135
14814,14814,71-485-0830,125,187.5
14815,14815,71-485-0830,168.27,252.405
14816,14816,71-485-0830,69.38,104.07
14817,14817,71-485-0830,190,285
14818,14818,71-485-0830,52.08,78.12
14819,14819,71-485-0830,310,465
14820,14820,71-485-0830,91.84,137.76
14821,14821,71-485-0830,320,480
14822,14822,71-485-0830,93.13,139.695
14823,14823,71-485-0830,75,112.5
14824,14824,71-485-0830,144.09,216.135
14825,14825,71-485-0830,125,187.5
14826,14826,71-485-0830,168.27,252.405
14827,14827,71-516-9998,75,112.5
14828,14828,71-516-9998,144.09,216.135
14829,14829,71-516-9998,125,187.5
14830,14830,71-516-9998,168.27,252.405
14831,14831,71-516-9998,69.38,104.07
14832,14832,71-516-9998,190,285
14833,14833,71-516-9998,52.08,78.12
14834,14834,71-516-9998,310,465
14835,14835,71-516-9998,91.84,137.76
14836,14836,71-516-9998,320,480
14837,14837,71-516-9998,93.13,139.695
14838,14838,71-516-9998,75,112.5
14839,14839,71-516-9998,144.09,216.135
14840,14840,71-516-9998,125,187.5
14841,14841,71-516-9998,168.27,252.405
14842,14842,71-516-9998,69.38,104.07
14843,14843,71-516-9998,190,285
14844,14844,71-516-9998,52.08,78.12
14845,14845,71-516-9998,310,465
14846,14846,71-516-9998,91.84,137.76
14847,14847,71-516-9998,320,480
14848,14848,71-828-3556,190,285
14849,14849,71-828-3556,52.08,78.12
14850,14850,71-828-3556,310,465
14851,14851,71-828-3556,91.84,137.76
14852,14852,71-828-3556,320,480
14853,14853,71-828-3556,93.13,139.695
14854,14854,71-828-3556,75,112.5
14855,14855,71-828-3556,144.09,216.135
14856,14856,71-828-3556,125,187.5
14857,14857,71-828-3556,168.27,252.405
14858,14858,71-828-3556,69.38,104.07
14859,14859,71-828-3556,190,285
14860,14860,71-828-3556,52.08,78.12
14861,14861,71-828-3556,310,465
14862,14862,71-828-3556,91.84,137.76
14863,14863,71-828-3556,320,480
14864,14864,71-828-3556,93.13,139.695
14865,14865,71-828-3556,75,112.5
14866,14866,71-828-3556,144.09,216.135
14867,14867,71-828-3556,125,187.5
14868,14868,71-828-3556,168.27,252.405
14869,14869,71-925-2450,44.57,66.855
14870,14870,71-925-2450,220,330
14871,14871,71-925-2450,101.6,152.4
14872,14872,71-925-2450,235,352.5
14873,14873,71-925-2450,124.62,186.93
14874,14874,71-925-2450,119.8,179.7
14875,14875,71-925-2450,98,147
14876,14876,71-925-2450,83.99,125.985
14877,14877,71-925-2450,225,337.5
14878,14878,71-925-2450,133.17,199.755
14879,14879,71-925-2450,210,315
14880,14880,71-925-2450,44.57,66.855
14881,14881,71-925-2450,220,330
14882,14882,71-925-2450,101.6,152.4
14883,14883,71-925-2450,235,352.5
14884,14884,71-925-2450,124.62,186.93
14885,14885,71-925-2450,119.8,179.7
14886,14886,71-925-2450,98,147
14887,14887,71-925-2450,83.99,125.985
14888,14888,71-925-2450,225,337.5
14889,14889,71-925-2450,133.17,199.755
14890,14890,72-015-0440,101.6,152.4
14891,14891,72-015-0440,235,352.5
14892,14892,72-015-0440,124.62,186.93
14893,14893,72-015-0440,119.8,179.7
14894,14894,72-015-0440,98,147
14895,14895,72-015-0440,83.99,125.985
14896,14896,72-015-0440,225,337.5
14897,14897,72-015-0440,133.17,199.755
14898,14898,72-015-0440,210,315
14899,14899,72-015-0440,44.57,66.855
14900,14900,72-015-0440,220,330
14901,14901,72-015-0440,101.6,152.4
14902,14902,72-015-0440,235,352.5
14903,14903,72-015-0440,124.62,186.93
14904,14904,72-015-0440,119.8,179.7
14905,14905,72-015-0440,98,147
14906,14906,72-015-0440,83.99,125.985
14907,14907,72-015-0440,225,337.5
14908,14908,72-015-0440,133.17,199.755
14909,14909,72-015-0440,210,315
14910,14910,72-015-0440,44.57,66.855
14911,14911,72-099-2457,144.09,216.135
14912,14912,72-099-2457,125,187.5
14913,14913,72-099-2457,168.27,252.405
14914,14914,72-099-2457,69.38,104.07
14915,14915,72-099-2457,190,285
14916,14916,72-099-2457,52.08,78.12
14917,14917,72-099-2457,310,465
14918,14918,72-099-2457,91.84,137.76
14919,14919,72-099-2457,320,480
14920,14920,72-099-2457,93.13,139.695
14921,14921,72-099-2457,75,112.5
14922,14922,72-099-2457,144.09,216.135
14923,14923,72-099-2457,125,187.5
14924,14924,72-099-2457,168.27,252.405
14925,14925,72-099-2457,69.38,104.07
14926,14926,72-099-2457,190,285
14927,14927,72-099-2457,52.08,78.12
14928,14928,72-099-2457,310,465
14929,14929,72-099-2457,91.84,137.76
14930,14930,72-099-2457,320,480
14931,14931,72-099-2457,93.13,139.695
14932,14932,72-207-0940,168.27,252.405
14933,14933,72-207-0940,69.38,104.07
14934,14934,72-207-0940,190,285
14935,14935,72-207-0940,52.08,78.12
14936,14936,72-207-0940,310,465
14937,14937,72-207-0940,91.84,137.76
14938,14938,72-207-0940,320,480
14939,14939,72-207-0940,93.13,139.695
14940,14940,72-207-0940,75,112.5
14941,14941,72-207-0940,144.09,216.135
14942,14942,72-207-0940,125,187.5
14943,14943,72-207-0940,168.27,252.405
14944,14944,72-207-0940,69.38,104.07
14945,14945,72-207-0940,190,285
14946,14946,72-207-0940,52.08,78.12
14947,14947,72-207-0940,310,465
14948,14948,72-207-0940,91.84,137.76
14949,14949,72-207-0940,320,480
14950,14950,72-207-0940,93.13,139.695
14951,14951,72-207-0940,75,112.5
14952,14952,72-207-0940,144.09,216.135
14953,14953,72-306-1723,69.38,104.07
14954,14954,72-306-1723,190,285
14955,14955,72-306-1723,52.08,78.12
14956,14956,72-306-1723,310,465
14957,14957,72-306-1723,91.84,137.76
14958,14958,72-306-1723,320,480
14959,14959,72-306-1723,93.13,139.695
14960,14960,72-306-1723,75,112.5
14961,14961,72-306-1723,144.09,216.135
14962,14962,72-306-1723,125,187.5
14963,14963,72-306-1723,168.27,252.405
14964,14964,72-306-1723,69.38,104.07
14965,14965,72-306-1723,190,285
14966,14966,72-306-1723,52.08,78.12
14967,14967,72-306-1723,310,465
14968,14968,72-306-1723,91.84,137.76
14969,14969,72-306-1723,320,480
14970,14970,72-306-1723,93.13,139.695
14971,14971,72-306-1723,75,112.5
14972,14972,72-306-1723,144.09,216.135
14973,14973,72-306-1723,125,187.5
14974,14974,72-325-3096,69.38,104.07
14975,14975,72-325-3096,190,285
14976,14976,72-325-3096,52.08,78.12
14977,14977,72-325-3096,310,465
14978,14978,72-325-3096,91.84,137.76
14979,14979,72-325-3096,320,480
14980,14980,72-325-3096,93.13,139.695
14981,14981,72-325-3096,75,112.5
14982,14982,72-325-3096,144.09,216.135
14983,14983,72-325-3096,125,187.5
14984,14984,72-325-3096,168.27,252.405
14985,14985,72-325-3096,69.38,104.07
14986,14986,72-325-3096,190,285
14987,14987,72-325-3096,52.08,78.12
14988,14988,72-325-3096,310,465
14989,14989,72-325-3096,91.84,137.76
14990,14990,72-325-3096,320,480
14991,14991,72-325-3096,93.13,139.695
14992,14992,72-325-3096,75,112.5
14993,14993,72-325-3096,144.09,216.135
14994,14994,72-325-3096,125,187.5
14995,14995,72-727-1317,44.57,66.855
14996,14996,72-727-1317,220,330
14997,14997,72-727-1317,101.6,152.4
14998,14998,72-727-1317,235,352.5
14999,14999,72-727-1317,124.62,186.93
15000,15000,72-727-1317,119.8,179.7
15001,15001,72-727-1317,98,147
15002,15002,72-727-1317,83.99,125.985
15003,15003,72-727-1317,225,337.5
15004,15004,72-727-1317,133.17,199.755
15005,15005,72-727-1317,210,315
15006,15006,72-727-1317,44.57,66.855
15007,15007,72-727-1317,220,330
15008,15008,72-727-1317,101.6,152.4
15009,15009,72-727-1317,235,352.5
15010,15010,72-727-1317,124.62,186.93
15011,15011,72-727-1317,119.8,179.7
15012,15012,72-727-1317,98,147
15013,15013,72-727-1317,83.99,125.985
15014,15014,72-727-1317,225,337.5
15015,15015,72-727-1317,133.17,199.755
15016,15016,72-823-6963,310,465
15017,15017,72-823-6963,91.84,137.76
15018,15018,72-823-6963,320,480
15019,15019,72-823-6963,93.13,139.695
15020,15020,72-823-6963,75,112.5
15021,15021,72-823-6963,144.09,216.135
15022,15022,72-823-6963,125,187.5
15023,15023,72-823-6963,168.27,252.405
15024,15024,72-823-6963,69.38,104.07
15025,15025,72-823-6963,190,285
15026,15026,72-823-6963,52.08,78.12
15027,15027,72-823-6963,310,465
15028,15028,72-823-6963,91.84,137.76
15029,15029,72-823-6963,320,480
15030,15030,72-823-6963,93.13,139.695
15031,15031,72-823-6963,75,112.5
15032,15032,72-823-6963,144.09,216.135
15033,15033,72-823-6963,125,187.5
15034,15034,72-823-6963,168.27,252.405
15035,15035,72-823-6963,69.38,104.07
15036,15036,72-823-6963,190,285
15037,15037,73-375-8634,125,187.5
15038,15038,73-375-8634,168.27,252.405
15039,15039,73-375-8634,69.38,104.07
15040,15040,73-375-8634,190,285
15041,15041,73-375-8634,52.08,78.12
15042,15042,73-375-8634,310,465
15043,15043,73-375-8634,91.84,137.76
15044,15044,73-375-8634,320,480
15045,15045,73-375-8634,93.13,139.695
15046,15046,73-375-8634,75,112.5
15047,15047,73-375-8634,144.09,216.135
15048,15048,73-375-8634,125,187.5
15049,15049,73-375-8634,168.27,252.405
15050,15050,73-375-8634,69.38,104.07
15051,15051,73-375-8634,190,285
15052,15052,73-375-8634,52.08,78.12
15053,15053,73-375-8634,310,465
15054,15054,73-375-8634,91.84,137.76
15055,15055,73-375-8634,320,480
15056,15056,73-375-8634,93.13,139.695
15057,15057,73-375-8634,75,112.5
15058,15058,73-455-3435,225,337.5
15059,15059,73-455-3435,133.17,199.755
15060,15060,73-455-3435,210,315
15061,15061,73-455-3435,44.57,66.855
15062,15062,73-455-3435,220,330
15063,15063,73-455-3435,101.6,152.4
15064,15064,73-455-3435,235,352.5
15065,15065,73-455-3435,124.62,186.93
15066,15066,73-455-3435,119.8,179.7
15067,15067,73-455-3435,98,147
15068,15068,73-455-3435,83.99,125.985
15069,15069,73-455-3435,225,337.5
15070,15070,73-455-3435,133.17,199.755
15071,15071,73-455-3435,210,315
15072,15072,73-455-3435,44.57,66.855
15073,15073,73-455-3435,220,330
15074,15074,73-455-3435,101.6,152.4
15075,15075,73-455-3435,235,352.5
15076,15076,73-455-3435,124.62,186.93
15077,15077,73-455-3435,119.8,179.7
15078,15078,73-455-3435,98,147
15079,15079,73-876-5941,75,112.5
15080,15080,73-876-5941,144.09,216.135
15081,15081,73-876-5941,125,187.5
15082,15082,73-876-5941,168.27,252.405
15083,15083,73-876-5941,69.38,104.07
15084,15084,73-876-5941,190,285
15085,15085,73-876-5941,52.08,78.12
15086,15086,73-876-5941,310,465
15087,15087,73-876-5941,91.84,137.76
15088,15088,73-876-5941,320,480
15089,15089,73-876-5941,93.13,139.695
15090,15090,73-876-5941,75,112.5
15091,15091,73-876-5941,144.09,216.135
15092,15092,73-876-5941,125,187.5
15093,15093,73-876-5941,168.27,252.405
15094,15094,73-876-5941,69.38,104.07
15095,15095,73-876-5941,190,285
15096,15096,73-876-5941,52.08,78.12
15097,15097,73-876-5941,310,465
15098,15098,73-876-5941,91.84,137.76
15099,15099,73-876-5941,320,480
15100,15100,73-900-4790,119.8,179.7
15101,15101,73-900-4790,98,147
15102,15102,73-900-4790,83.99,125.985
15103,15103,73-900-4790,225,337.5
15104,15104,73-900-4790,133.17,199.755
15105,15105,73-900-4790,210,315
15106,15106,73-900-4790,44.57,66.855
15107,15107,73-900-4790,220,330
15108,15108,73-900-4790,101.6,152.4
15109,15109,73-900-4790,235,352.5
15110,15110,73-900-4790,124.62,186.93
15111,15111,73-900-4790,119.8,179.7
15112,15112,73-900-4790,98,147
15113,15113,73-900-4790,83.99,125.985
15114,15114,73-900-4790,225,337.5
15115,15115,73-900-4790,133.17,199.755
15116,15116,73-900-4790,210,315
15117,15117,73-900-4790,44.57,66.855
15118,15118,73-900-4790,220,330
15119,15119,73-900-4790,101.6,152.4
15120,15120,73-900-4790,235,352.5
15121,15121,73-985-2542,83.99,125.985
15122,15122,73-985-2542,225,337.5
15123,15123,73-985-2542,133.17,199.755
15124,15124,73-985-2542,210,315
15125,15125,73-985-2542,44.57,66.855
15126,15126,73-985-2542,220,330
15127,15127,73-985-2542,101.6,152.4
15128,15128,73-985-2542,235,352.5
15129,15129,73-985-2542,124.62,186.93
15130,15130,73-985-2542,119.8,179.7
15131,15131,73-985-2542,98,147
15132,15132,73-985-2542,83.99,125.985
15133,15133,73-985-2542,225,337.5
15134,15134,73-985-2542,133.17,199.755
15135,15135,73-985-2542,210,315
15136,15136,73-985-2542,44.57,66.855
15137,15137,73-985-2542,220,330
15138,15138,73-985-2542,101.6,152.4
15139,15139,73-985-2542,235,352.5
15140,15140,73-985-2542,124.62,186.93
15141,15141,73-985-2542,119.8,179.7
15142,15142,74-006-2266,190,285
15143,15143,74-006-2266,52.08,78.12
15144,15144,74-006-2266,310,465
15145,15145,74-006-2266,91.84,137.76
15146,15146,74-006-2266,320,480
15147,15147,74-006-2266,93.13,139.695
15148,15148,74-006-2266,75,112.5
15149,15149,74-006-2266,144.09,216.135
15150,15150,74-006-2266,125,187.5
15151,15151,74-006-2266,168.27,252.405
15152,15152,74-006-2266,69.38,104.07
15153,15153,74-006-2266,190,285
15154,15154,74-006-2266,52.08,78.12
15155,15155,74-006-2266,310,465
15156,15156,74-006-2266,91.84,137.76
15157,15157,74-006-2266,320,480
15158,15158,74-006-2266,93.13,139.695
15159,15159,74-006-2266,75,112.5
15160,15160,74-006-2266,144.09,216.135
15161,15161,74-006-2266,125,187.5
15162,15162,74-006-2266,168.27,252.405
15163,15163,74-034-2507,52.08,78.12
15164,15164,74-034-2507,310,465
15165,15165,74-034-2507,91.84,137.76
15166,15166,74-034-2507,320,480
15167,15167,74-034-2507,93.13,139.695
15168,15168,74-034-2507,75,112.5
15169,15169,74-034-2507,144.09,216.135
15170,15170,74-034-2507,125,187.5
15171,15171,74-034-2507,168.27,252.405
15172,15172,74-034-2507,69.38,104.07
15173,15173,74-034-2507,190,285
15174,15174,74-034-2507,52.08,78.12
15175,15175,74-034-2507,310,465
15176,15176,74-034-2507,91.84,137.76
15177,15177,74-034-2507,320,480
15178,15178,74-034-2507,93.13,139.695
15179,15179,74-034-2507,75,112.5
15180,15180,74-034-2507,144.09,216.135
15181,15181,74-034-2507,125,187.5
15182,15182,74-034-2507,168.27,252.405
15183,15183,74-034-2507,69.38,104.07
15184,15184,74-302-4817,83.99,125.985
15185,15185,74-302-4817,225,337.5
15186,15186,74-302-4817,133.17,199.755
15187,15187,74-302-4817,210,315
15188,15188,74-302-4817,44.57,66.855
15189,15189,74-302-4817,220,330
15190,15190,74-302-4817,101.6,152.4
15191,15191,74-302-4817,235,352.5
15192,15192,74-302-4817,124.62,186.93
15193,15193,74-302-4817,119.8,179.7
15194,15194,74-302-4817,98,147
15195,15195,74-302-4817,83.99,125.985
15196,15196,74-302-4817,225,337.5
15197,15197,74-302-4817,133.17,199.755
15198,15198,74-302-4817,210,315
15199,15199,74-302-4817,44.57,66.855
15200,15200,74-302-4817,220,330
15201,15201,74-302-4817,101.6,152.4
15202,15202,74-302-4817,235,352.5
15203,15203,74-302-4817,124.62,186.93
15204,15204,74-302-4817,119.8,179.7
15205,15205,74-314-5556,69.38,104.07
15206,15206,74-314-5556,190,285
15207,15207,74-314-5556,52.08,78.12
15208,15208,74-314-5556,310,465
15209,15209,74-314-5556,91.84,137.76
15210,15210,74-314-5556,320,480
15211,15211,74-314-5556,93.13,139.695
15212,15212,74-314-5556,75,112.5
15213,15213,74-314-5556,144.09,216.135
15214,15214,74-314-5556,125,187.5
15215,15215,74-314-5556,168.27,252.405
15216,15216,74-314-5556,69.38,104.07
15217,15217,74-314-5556,190,285
15218,15218,74-314-5556,52.08,78.12
15219,15219,74-314-5556,310,465
15220,15220,74-314-5556,91.84,137.76
15221,15221,74-314-5556,320,480
15222,15222,74-314-5556,93.13,139.695
15223,15223,74-314-5556,75,112.5
15224,15224,74-314-5556,144.09,216.135
15225,15225,74-314-5556,125,187.5
15226,15226,74-339-3540,93.13,139.695
15227,15227,74-339-3540,75,112.5
15228,15228,74-339-3540,144.09,216.135
15229,15229,74-339-3540,125,187.5
15230,15230,74-339-3540,168.27,252.405
15231,15231,74-339-3540,69.38,104.07
15232,15232,74-339-3540,190,285
15233,15233,74-339-3540,52.08,78.12
15234,15234,74-339-3540,310,465
15235,15235,74-339-3540,91.84,137.76
15236,15236,74-339-3540,320,480
15237,15237,74-339-3540,93.13,139.695
15238,15238,74-339-3540,75,112.5
15239,15239,74-339-3540,144.09,216.135
15240,15240,74-339-3540,125,187.5
15241,15241,74-339-3540,168.27,252.405
15242,15242,74-339-3540,69.38,104.07
15243,15243,74-339-3540,190,285
15244,15244,74-339-3540,52.08,78.12
15245,15245,74-339-3540,310,465
15246,15246,74-339-3540,91.84,137.76
15247,15247,74-346-3086,125,187.5
15248,15248,74-346-3086,168.27,252.405
15249,15249,74-346-3086,69.38,104.07
15250,15250,74-346-3086,190,285
15251,15251,74-346-3086,52.08,78.12
15252,15252,74-346-3086,310,465
15253,15253,74-346-3086,91.84,137.76
15254,15254,74-346-3086,320,480
15255,15255,74-346-3086,93.13,139.695
15256,15256,74-346-3086,75,112.5
15257,15257,74-346-3086,144.09,216.135
15258,15258,74-346-3086,125,187.5
15259,15259,74-346-3086,168.27,252.405
15260,15260,74-346-3086,69.38,104.07
15261,15261,74-346-3086,190,285
15262,15262,74-346-3086,52.08,78.12
15263,15263,74-346-3086,310,465
15264,15264,74-346-3086,91.84,137.76
15265,15265,74-346-3086,320,480
15266,15266,74-346-3086,93.13,139.695
15267,15267,74-346-3086,75,112.5
15268,15268,74-564-7314,91.84,137.76
15269,15269,74-564-7314,320,480
15270,15270,74-564-7314,93.13,139.695
15271,15271,74-564-7314,75,112.5
15272,15272,74-564-7314,144.09,216.135
15273,15273,74-564-7314,125,187.5
15274,15274,74-564-7314,168.27,252.405
15275,15275,74-564-7314,69.38,104.07
15276,15276,74-564-7314,190,285
15277,15277,74-564-7314,52.08,78.12
15278,15278,74-564-7314,310,465
15279,15279,74-564-7314,91.84,137.76
15280,15280,74-564-7314,320,480
15281,15281,74-564-7314,93.13,139.695
15282,15282,74-564-7314,75,112.5
15283,15283,74-564-7314,144.09,216.135
15284,15284,74-564-7314,125,187.5
15285,15285,74-564-7314,168.27,252.405
15286,15286,74-564-7314,69.38,104.07
15287,15287,74-564-7314,190,285
15288,15288,74-564-7314,52.08,78.12
15289,15289,74-603-8937,98,147
15290,15290,74-603-8937,83.99,125.985
15291,15291,74-603-8937,225,337.5
15292,15292,74-603-8937,133.17,199.755
15293,15293,74-603-8937,210,315
15294,15294,74-603-8937,44.57,66.855
15295,15295,74-603-8937,220,330
15296,15296,74-603-8937,101.6,152.4
15297,15297,74-603-8937,235,352.5
15298,15298,74-603-8937,124.62,186.93
15299,15299,74-603-8937,119.8,179.7
15300,15300,74-603-8937,98,147
15301,15301,74-603-8937,83.99,125.985
15302,15302,74-603-8937,225,337.5
15303,15303,74-603-8937,133.17,199.755
15304,15304,74-603-8937,210,315
15305,15305,74-603-8937,44.57,66.855
15306,15306,74-603-8937,220,330
15307,15307,74-603-8937,101.6,152.4
15308,15308,74-603-8937,235,352.5
15309,15309,74-603-8937,124.62,186.93
15310,15310,74-776-4460,310,465
15311,15311,74-776-4460,91.84,137.76
15312,15312,74-776-4460,320,480
15313,15313,74-776-4460,93.13,139.695
15314,15314,74-776-4460,75,112.5
15315,15315,74-776-4460,144.09,216.135
15316,15316,74-776-4460,125,187.5
15317,15317,74-776-4460,168.27,252.405
15318,15318,74-776-4460,69.38,104.07
15319,15319,74-776-4460,190,285
15320,15320,74-776-4460,52.08,78.12
15321,15321,74-776-4460,310,465
15322,15322,74-776-4460,91.84,137.76
15323,15323,74-776-4460,320,480
15324,15324,74-776-4460,93.13,139.695
15325,15325,74-776-4460,75,112.5
15326,15326,74-776-4460,144.09,216.135
15327,15327,74-776-4460,125,187.5
15328,15328,74-776-4460,168.27,252.405
15329,15329,74-776-4460,69.38,104.07
15330,15330,74-776-4460,190,285
15331,15331,74-980-5294,124.62,186.93
15332,15332,74-980-5294,119.8,179.7
15333,15333,74-980-5294,98,147
15334,15334,74-980-5294,83.99,125.985
15335,15335,74-980-5294,225,337.5
15336,15336,74-980-5294,133.17,199.755
15337,15337,74-980-5294,210,315
15338,15338,74-980-5294,44.57,66.855
15339,15339,74-980-5294,220,330
15340,15340,74-980-5294,101.6,152.4
15341,15341,74-980-5294,235,352.5
15342,15342,74-980-5294,124.62,186.93
15343,15343,74-980-5294,119.8,179.7
15344,15344,74-980-5294,98,147
15345,15345,74-980-5294,83.99,125.985
15346,15346,74-980-5294,225,337.5
15347,15347,74-980-5294,133.17,199.755
15348,15348,74-980-5294,210,315
15349,15349,74-980-5294,44.57,66.855
15350,15350,74-980-5294,220,330
15351,15351,74-980-5294,101.6,152.4
15352,15352,75-362-1645,98,147
15353,15353,75-362-1645,83.99,125.985
15354,15354,75-362-1645,225,337.5
15355,15355,75-362-1645,133.17,199.755
15356,15356,75-362-1645,210,315
15357,15357,75-362-1645,44.57,66.855
15358,15358,75-362-1645,220,330
15359,15359,75-362-1645,101.6,152.4
15360,15360,75-362-1645,235,352.5
15361,15361,75-362-1645,124.62,186.93
15362,15362,75-362-1645,119.8,179.7
15363,15363,75-362-1645,98,147
15364,15364,75-362-1645,83.99,125.985
15365,15365,75-362-1645,225,337.5
15366,15366,75-362-1645,133.17,199.755
15367,15367,75-362-1645,210,315
15368,15368,75-362-1645,44.57,66.855
15369,15369,75-362-1645,220,330
15370,15370,75-362-1645,101.6,152.4
15371,15371,75-362-1645,235,352.5
15372,15372,75-362-1645,124.62,186.93
15373,15373,75-421-5444,310,465
15374,15374,75-421-5444,91.84,137.76
15375,15375,75-421-5444,320,480
15376,15376,75-421-5444,93.13,139.695
15377,15377,75-421-5444,75,112.5
15378,15378,75-421-5444,144.09,216.135
15379,15379,75-421-5444,125,187.5
15380,15380,75-421-5444,168.27,252.405
15381,15381,75-421-5444,69.38,104.07
15382,15382,75-421-5444,190,285
15383,15383,75-421-5444,52.08,78.12
15384,15384,75-421-5444,310,465
15385,15385,75-421-5444,91.84,137.76
15386,15386,75-421-5444,320,480
15387,15387,75-421-5444,93.13,139.695
15388,15388,75-421-5444,75,112.5
15389,15389,75-421-5444,144.09,216.135
15390,15390,75-421-5444,125,187.5
15391,15391,75-421-5444,168.27,252.405
15392,15392,75-421-5444,69.38,104.07
15393,15393,75-421-5444,190,285
15394,15394,75-463-0491,220,330
15395,15395,75-463-0491,101.6,152.4
15396,15396,75-463-0491,235,352.5
15397,15397,75-463-0491,124.62,186.93
15398,15398,75-463-0491,119.8,179.7
15399,15399,75-463-0491,98,147
15400,15400,75-463-0491,83.99,125.985
15401,15401,75-463-0491,225,337.5
15402,15402,75-463-0491,133.17,199.755
15403,15403,75-463-0491,210,315
15404,15404,75-463-0491,44.57,66.855
15405,15405,75-463-0491,220,330
15406,15406,75-463-0491,101.6,152.4
15407,15407,75-463-0491,235,352.5
15408,15408,75-463-0491,124.62,186.93
15409,15409,75-463-0491,119.8,179.7
15410,15410,75-463-0491,98,147
15411,15411,75-463-0491,83.99,125.985
15412,15412,75-463-0491,225,337.5
15413,15413,75-463-0491,133.17,199.755
15414,15414,75-463-0491,210,315
15415,15415,75-556-0225,320,480
15416,15416,75-556-0225,93.13,139.695
15417,15417,75-556-0225,75,112.5
15418,15418,75-556-0225,144.09,216.135
15419,15419,75-556-0225,125,187.5
15420,15420,75-556-0225,168.27,252.405
15421,15421,75-556-0225,69.38,104.07
15422,15422,75-556-0225,190,285
15423,15423,75-556-0225,52.08,78.12
15424,15424,75-556-0225,310,465
15425,15425,75-556-0225,91.84,137.76
15426,15426,75-556-0225,320,480
15427,15427,75-556-0225,93.13,139.695
15428,15428,75-556-0225,75,112.5
15429,15429,75-556-0225,144.09,216.135
15430,15430,75-556-0225,125,187.5
15431,15431,75-556-0225,168.27,252.405
15432,15432,75-556-0225,69.38,104.07
15433,15433,75-556-0225,190,285
15434,15434,75-556-0225,52.08,78.12
15435,15435,75-556-0225,310,465
15436,15436,75-606-4195,190,285
15437,15437,75-606-4195,52.08,78.12
15438,15438,75-606-4195,310,465
15439,15439,75-606-4195,91.84,137.76
15440,15440,75-606-4195,320,480
15441,15441,75-606-4195,93.13,139.695
15442,15442,75-606-4195,75,112.5
15443,15443,75-606-4195,144.09,216.135
15444,15444,75-606-4195,125,187.5
15445,15445,75-606-4195,168.27,252.405
15446,15446,75-606-4195,69.38,104.07
15447,15447,75-606-4195,190,285
15448,15448,75-606-4195,52.08,78.12
15449,15449,75-606-4195,310,465
15450,15450,75-606-4195,91.84,137.76
15451,15451,75-606-4195,320,480
15452,15452,75-606-4195,93.13,139.695
15453,15453,75-606-4195,75,112.5
15454,15454,75-606-4195,144.09,216.135
15455,15455,75-606-4195,125,187.5
15456,15456,75-606-4195,168.27,252.405
15457,15457,75-655-7346,210,315
15458,15458,75-655-7346,44.57,66.855
15459,15459,75-655-7346,220,330
15460,15460,75-655-7346,101.6,152.4
15461,15461,75-655-7346,235,352.5
15462,15462,75-655-7346,124.62,186.93
15463,15463,75-655-7346,119.8,179.7
15464,15464,75-655-7346,98,147
15465,15465,75-655-7346,83.99,125.985
15466,15466,75-655-7346,225,337.5
15467,15467,75-655-7346,133.17,199.755
15468,15468,75-655-7346,210,315
15469,15469,75-655-7346,44.57,66.855
15470,15470,75-655-7346,220,330
15471,15471,75-655-7346,101.6,152.4
15472,15472,75-655-7346,235,352.5
15473,15473,75-655-7346,124.62,186.93
15474,15474,75-655-7346,119.8,179.7
15475,15475,75-655-7346,98,147
15476,15476,75-655-7346,83.99,125.985
15477,15477,75-655-7346,225,337.5
15478,15478,75-714-6097,225,337.5
15479,15479,75-714-6097,133.17,199.755
15480,15480,75-714-6097,210,315
15481,15481,75-714-6097,44.57,66.855
15482,15482,75-714-6097,220,330
15483,15483,75-714-6097,101.6,152.4
15484,15484,75-714-6097,235,352.5
15485,15485,75-714-6097,124.62,186.93
15486,15486,75-714-6097,119.8,179.7
15487,15487,75-714-6097,98,147
15488,15488,75-714-6097,83.99,125.985
15489,15489,75-714-6097,225,337.5
15490,15490,75-714-6097,133.17,199.755
15491,15491,75-714-6097,210,315
15492,15492,75-714-6097,44.57,66.855
15493,15493,75-714-6097,220,330
15494,15494,75-714-6097,101.6,152.4
15495,15495,75-714-6097,235,352.5
15496,15496,75-714-6097,124.62,186.93
15497,15497,75-714-6097,119.8,179.7
15498,15498,75-714-6097,98,147
15499,15499,75-786-1124,133.17,199.755
15500,15500,75-786-1124,210,315
15501,15501,75-786-1124,44.57,66.855
15502,15502,75-786-1124,220,330
15503,15503,75-786-1124,101.6,152.4
15504,15504,75-786-1124,235,352.5
15505,15505,75-786-1124,124.62,186.93
15506,15506,75-786-1124,119.8,179.7
15507,15507,75-786-1124,98,147
15508,15508,75-786-1124,83.99,125.985
15509,15509,75-786-1124,225,337.5
15510,15510,75-786-1124,133.17,199.755
15511,15511,75-786-1124,210,315
15512,15512,75-786-1124,44.57,66.855
15513,15513,75-786-1124,220,330
15514,15514,75-786-1124,101.6,152.4
15515,15515,75-786-1124,235,352.5
